animal_id,breed,sex,birth_weight_kg,withers_height_cm,chest_girth_cm,body_length_cm,colostrum_liters_first_week,early_health_score,ration_type,daily_dry_matter_intake_kg,disease_history_first_3m,weight_3m_kg,weight_6m_kg,weight_12m_kg
ANM-00469,Holstein,Female,36.8,72.5,86.9,73.1,17.6,4,high_protein,3.9,0,100.3,178.5,293.4
ANM-00470,Jersey,Male,27.6,63.7,72.0,63.0,22.4,4,standard,2.88,0,65.0,148.7,253.8
ANM-00471,Simmental,Male,37.9,74.8,79.7,68.6,16.1,4,high_protein,3.93,0,106.9,197.1,333.3
ANM-00472,Jersey,Female,28.6,60.1,73.4,64.6,17.9,3,standard,4.38,1,65.0,120.0,220.0
ANM-00473,Holstein,Female,31.7,64.0,78.4,61.1,15.1,1,high_energy,5.87,0,72.0,165.1,315.2
ANM-00474,Holstein,Male,38.2,74.3,84.4,69.5,22.8,3,standard,3.66,1,85.6,151.4,239.4
ANM-00475,Simmental,Male,42.4,83.7,96.0,81.9,12.3,3,standard,5.06,0,125.0,211.5,399.8
ANM-00476,Simmental,Male,35.1,73.8,83.0,63.4,13.2,4,high_energy,4.82,0,110.8,221.1,372.4
ANM-00477,Jersey,Male,30.7,66.0,70.5,62.5,13.9,5,high_energy,2.75,0,65.0,142.6,278.9
ANM-00478,Angus,Male,34.7,70.9,82.2,62.1,13.6,4,standard,3.15,0,90.9,190.4,298.9
ANM-00479,Angus,Male,33.6,77.3,75.6,70.9,20.3,4,high_protein,4.86,0,111.3,225.1,391.0
ANM-00480,Simmental,Female,34.1,78.7,90.9,73.9,17.9,4,high_protein,4.3,0,101.6,185.8,323.1
ANM-00481,Simmental,Male,29.3,84.2,82.3,76.1,17.4,5,standard,3.03,0,100.1,203.5,315.5
ANM-00482,Holstein,Male,36.9,77.8,87.0,72.4,25.8,4,high_energy,6.9,1,112.5,215.2,364.9
ANM-00483,Angus,Male,35.5,68.8,78.5,66.4,13.5,3,high_energy,5.24,0,101.5,190.1,377.0
ANM-00484,Simmental,Male,43.8,80.8,95.1,84.7,13.2,5,standard,4.76,0,130.0,230.8,367.6
ANM-00485,Holstein,Female,38.8,73.4,82.2,71.2,8.3,5,high_protein,4.56,0,89.5,192.5,324.8
ANM-00486,Simmental,Male,33.3,80.1,81.9,73.6,20.8,4,standard,4.21,0,105.3,189.3,329.3
ANM-00487,Jersey,Female,37.6,71.3,73.4,58.2,24.0,4,high_energy,4.4,1,69.9,132.2,222.3
ANM-00488,Simmental,Female,39.0,80.0,84.5,79.6,17.5,3,standard,4.12,1,113.4,163.3,224.5
ANM-00489,Angus,Male,40.7,84.3,84.7,60.6,17.4,4,standard,3.77,0,119.7,199.1,343.7
ANM-00490,Angus,Female,38.9,74.5,90.8,76.6,16.3,3,high_energy,5.9,0,106.4,198.1,346.6
ANM-00491,Hereford,Female,34.0,73.9,85.0,70.3,13.0,4,high_energy,6.19,0,110.4,202.7,373.5
ANM-00492,Angus,Male,30.3,68.7,74.8,71.6,19.7,5,high_protein,4.37,1,86.0,158.3,277.8
ANM-00493,Angus,Male,33.0,71.4,86.1,65.7,20.7,4,high_protein,4.82,0,108.2,227.2,382.1
ANM-00494,Simmental,Female,36.9,75.3,89.8,81.7,17.6,4,standard,3.74,0,105.6,184.6,302.4
ANM-00495,Hereford,Female,34.4,77.3,86.8,73.0,13.6,2,standard,4.49,0,101.0,187.1,285.9
ANM-00496,Angus,Male,35.2,66.5,82.5,65.5,25.8,3,standard,3.32,0,91.6,184.6,329.9
ANM-00497,Jersey,Female,28.2,72.8,76.3,63.0,13.4,3,standard,3.56,1,65.0,120.0,220.0
ANM-00498,Angus,Male,26.9,70.0,82.6,78.7,17.6,5,standard,3.12,0,87.8,162.8,277.8
ANM-00499,Simmental,Female,43.4,79.5,88.7,85.7,13.8,4,high_protein,4.25,0,126.0,225.9,379.0
ANM-00500,Jersey,Male,39.8,72.2,80.8,62.8,16.1,3,high_energy,6.4,1,84.7,164.4,298.6
ANM-00501,Hereford,Male,43.7,75.1,81.6,63.1,23.1,2,standard,4.0,0,121.2,217.2,346.6
ANM-00502,Limuzin,Female,39.1,75.3,89.3,72.8,25.8,4,standard,3.14,0,120.4,216.3,335.7
ANM-00503,Limuzin,Female,33.0,75.3,75.3,69.8,16.9,2,high_energy,5.57,0,94.6,174.7,325.1
ANM-00504,Jersey,Female,28.0,64.6,75.2,69.9,10.8,5,standard,1.87,0,67.3,120.6,220.0
ANM-00505,Jersey,Male,38.3,71.5,74.4,60.2,8.8,4,standard,3.83,1,65.0,121.7,220.0
ANM-00506,Hereford,Male,38.9,81.7,93.8,78.1,9.7,3,standard,3.51,0,100.8,180.7,286.6
ANM-00507,Simmental,Female,34.6,71.4,79.1,74.3,21.8,5,standard,4.5,0,111.4,192.0,318.0
ANM-00508,Hereford,Female,32.0,76.1,80.8,68.4,15.6,5,standard,4.38,0,104.9,184.4,315.1
ANM-00509,Jersey,Male,30.6,64.6,68.7,66.8,17.9,4,high_energy,4.18,0,73.2,163.4,308.6
ANM-00510,Holstein,Female,40.0,78.4,88.5,79.5,15.0,5,standard,4.64,1,103.2,170.4,227.5
ANM-00511,Holstein,Male,41.9,79.3,85.0,73.4,26.0,5,high_energy,5.37,0,133.4,256.3,426.0
ANM-00512,Limuzin,Male,39.7,79.4,83.8,70.7,20.1,4,high_energy,4.93,0,137.7,250.4,403.2
ANM-00513,Holstein,Male,39.1,77.0,78.6,71.6,11.3,4,high_protein,6.31,0,103.3,222.5,405.2
ANM-00514,Simmental,Male,31.5,78.6,83.3,71.7,16.1,3,standard,5.21,0,118.3,211.3,351.8
ANM-00515,Simmental,Male,43.3,84.3,88.8,81.9,16.1,3,standard,4.4,0,140.1,226.1,386.7
ANM-00516,Holstein,Female,37.1,69.2,86.8,72.0,18.3,3,standard,4.76,0,98.1,175.3,270.7
ANM-00517,Simmental,Male,36.4,70.6,82.7,66.0,21.9,4,standard,4.45,0,114.4,214.3,361.1
ANM-00518,Hereford,Male,41.9,72.3,82.5,68.9,11.8,5,standard,4.57,0,119.5,226.3,371.4
ANM-00519,Holstein,Male,36.7,70.9,87.5,76.1,24.9,3,high_energy,3.93,0,101.8,212.3,400.7
ANM-00520,Hereford,Male,38.6,77.0,89.6,73.2,13.4,5,standard,2.92,0,110.5,200.0,343.7
ANM-00521,Limuzin,Male,36.3,83.9,85.5,83.0,23.8,3,standard,3.46,0,103.3,197.2,342.3
ANM-00522,Simmental,Female,39.5,83.2,85.8,75.8,23.5,4,standard,4.76,0,130.8,234.6,394.8
ANM-00523,Holstein,Male,36.9,76.6,88.0,79.0,12.5,3,high_energy,4.36,0,107.7,199.4,353.6
ANM-00524,Angus,Female,30.1,69.0,77.4,58.3,19.7,5,high_protein,3.86,0,80.3,160.6,277.2
ANM-00525,Holstein,Female,37.1,74.3,86.0,76.6,23.8,5,high_energy,5.03,0,116.8,242.9,387.0
ANM-00526,Simmental,Male,41.8,84.6,100.0,84.4,20.4,3,high_energy,4.95,0,136.4,255.6,429.6
ANM-00527,Limuzin,Female,38.9,82.1,82.3,71.8,12.9,5,high_energy,6.28,0,124.5,239.9,362.5
ANM-00528,Limuzin,Female,40.6,72.0,94.6,80.7,18.8,5,high_energy,6.25,0,138.0,259.4,427.1
ANM-00529,Hereford,Female,36.8,66.7,77.2,84.4,12.4,3,standard,4.84,1,75.7,123.0,220.0
ANM-00530,Simmental,Female,42.3,80.2,96.9,74.6,18.2,2,high_energy,4.68,1,106.7,173.1,278.7
ANM-00531,Angus,Female,34.2,63.7,80.5,64.3,11.2,5,high_energy,6.74,0,105.3,203.3,339.9
ANM-00532,Hereford,Female,36.9,75.5,84.9,66.1,15.7,5,standard,3.53,1,97.5,161.7,242.0
ANM-00533,Simmental,Female,35.3,85.6,96.6,77.9,15.3,5,high_energy,3.47,0,108.8,195.1,303.1
ANM-00534,Angus,Male,35.9,75.9,88.6,73.5,12.7,4,standard,4.11,0,107.2,199.3,359.9
ANM-00535,Holstein,Female,38.7,73.0,87.3,65.0,17.6,5,high_energy,4.57,0,114.0,206.0,340.6
ANM-00536,Holstein,Female,38.7,83.2,88.7,83.4,16.5,5,standard,3.71,0,109.7,172.6,250.0
ANM-00537,Jersey,Female,26.4,68.3,79.1,63.0,23.5,4,high_energy,4.8,1,65.0,138.4,229.9
ANM-00538,Holstein,Male,35.5,80.6,88.3,79.9,25.3,4,high_protein,4.92,0,128.2,214.8,380.7
ANM-00539,Holstein,Male,40.5,83.1,91.9,73.3,13.6,2,standard,3.32,1,77.7,127.6,220.0
ANM-00540,Hereford,Male,32.2,62.9,74.1,77.5,22.5,3,standard,3.11,0,99.4,168.7,274.7
ANM-00541,Limuzin,Male,33.9,76.9,84.1,76.3,18.3,5,standard,3.32,0,115.8,198.0,319.6
ANM-00542,Angus,Male,29.8,74.8,78.0,60.5,22.5,5,standard,4.65,0,115.5,215.0,353.8
ANM-00543,Hereford,Male,40.6,71.5,83.0,73.9,10.7,3,high_protein,4.17,0,112.9,222.6,363.1
ANM-00544,Limuzin,Male,39.8,84.6,95.5,83.2,21.9,5,standard,4.53,0,141.4,228.6,358.5
ANM-00545,Holstein,Male,41.0,75.0,77.1,74.0,14.7,4,standard,2.92,0,107.1,183.9,301.6
ANM-00546,Jersey,Male,35.4,65.5,84.9,64.4,21.6,4,standard,3.79,0,72.0,132.2,222.7
ANM-00547,Simmental,Female,44.1,73.3,84.0,67.9,19.7,3,high_protein,4.33,0,111.9,194.4,336.3
ANM-00548,Holstein,Male,35.4,73.1,74.5,68.4,14.1,5,standard,3.77,0,96.7,184.7,327.7
ANM-00549,Hereford,Male,36.0,85.5,101.3,75.9,17.7,3,high_energy,5.28,1,117.5,216.0,340.6
ANM-00550,Jersey,Male,39.1,68.7,81.2,69.6,16.3,3,standard,3.27,0,79.3,132.4,226.6
ANM-00551,Jersey,Male,29.7,60.0,73.7,63.3,19.3,4,standard,3.08,0,65.0,142.7,241.0
ANM-00552,Holstein,Male,34.8,69.6,71.1,69.1,21.6,4,high_energy,5.05,0,111.8,208.1,366.9
ANM-00553,Holstein,Female,35.0,67.9,83.3,70.3,13.0,3,standard,4.38,0,68.6,129.1,234.8
ANM-00554,Limuzin,Female,37.5,74.8,92.4,87.4,20.5,4,high_energy,3.62,0,113.2,204.6,344.8
ANM-00555,Holstein,Male,35.5,69.0,78.6,73.6,24.2,5,standard,4.57,0,88.6,185.5,325.5
ANM-00556,Simmental,Female,32.5,73.1,91.4,78.7,18.2,2,high_energy,3.7,0,101.7,184.9,333.2
ANM-00557,Simmental,Male,35.9,84.6,87.3,78.3,8.9,4,high_energy,4.7,1,101.9,177.5,309.0
ANM-00558,Jersey,Male,30.5,65.8,71.2,67.8,20.0,5,high_energy,5.63,0,88.2,190.4,326.1
ANM-00559,Angus,Male,35.8,72.8,69.0,65.6,10.8,5,standard,3.13,0,97.6,175.6,274.5
ANM-00560,Jersey,Male,31.0,72.1,70.7,70.9,13.4,1,high_energy,6.24,0,65.7,166.6,338.8
ANM-00561,Holstein,Female,38.4,77.2,82.9,74.0,14.1,4,high_protein,3.99,1,89.8,164.3,263.2
ANM-00562,Simmental,Female,31.4,75.5,72.6,69.3,8.7,1,standard,6.16,0,78.4,171.1,297.5
ANM-00563,Limuzin,Female,36.1,79.5,78.9,80.3,15.9,5,standard,5.08,1,109.7,181.9,290.6
ANM-00564,Angus,Male,34.6,79.1,90.9,72.4,11.5,3,high_protein,4.56,0,105.0,214.0,364.4
ANM-00565,Angus,Female,33.3,64.9,85.6,76.9,13.8,4,standard,5.65,0,106.4,186.4,321.2
ANM-00566,Angus,Male,32.9,60.8,79.6,73.1,22.7,4,high_energy,3.13,0,90.8,201.0,337.2
ANM-00567,Hereford,Male,36.6,78.0,83.9,73.0,21.7,3,high_energy,5.06,0,117.7,215.0,393.4
ANM-00568,Holstein,Male,38.6,71.7,86.3,81.8,14.8,2,standard,5.53,1,90.6,143.0,241.4
ANM-00569,Simmental,Female,44.7,78.6,93.4,78.2,13.7,1,high_energy,4.45,1,99.9,181.9,272.6
ANM-00570,Jersey,Female,28.2,61.7,71.2,63.4,19.6,2,high_energy,4.49,0,65.0,134.2,220.7
ANM-00571,Simmental,Male,38.6,77.7,93.6,83.8,22.0,2,standard,5.03,0,113.1,208.3,345.7
ANM-00572,Limuzin,Female,35.3,84.6,86.6,86.8,20.9,3,high_protein,6.89,0,133.7,231.8,409.2
ANM-00573,Jersey,Female,27.2,70.8,74.0,59.0,22.0,5,standard,4.51,0,65.0,161.0,257.4
ANM-00574,Hereford,Female,35.9,71.0,79.7,69.8,8.9,3,standard,3.71,0,101.8,196.6,286.6
ANM-00575,Limuzin,Male,39.1,85.4,99.5,83.4,20.0,3,high_protein,4.75,0,132.5,253.3,417.3
ANM-00576,Jersey,Female,41.5,70.1,73.4,67.7,11.3,5,standard,4.02,0,77.9,150.5,239.6
ANM-00577,Limuzin,Female,35.5,76.0,94.5,78.8,14.9,4,high_protein,5.67,0,122.5,233.0,404.3
ANM-00578,Angus,Female,35.8,76.4,80.5,65.3,16.4,2,standard,5.08,0,92.8,172.3,304.0
ANM-00579,Limuzin,Male,36.8,76.9,83.9,74.6,12.9,4,standard,5.33,0,125.0,239.2,374.2
ANM-00580,Simmental,Female,44.0,87.1,99.3,82.2,15.8,5,standard,4.84,0,127.5,215.0,341.9
ANM-00581,Jersey,Male,31.0,69.9,82.4,72.4,11.8,1,high_energy,4.87,1,65.0,149.4,246.2
ANM-00582,Jersey,Female,32.0,62.8,72.7,64.3,14.0,3,high_energy,3.88,1,65.0,120.0,220.0
ANM-00583,Holstein,Male,36.6,78.2,80.8,64.6,21.4,5,high_protein,5.95,0,120.3,227.3,390.6
ANM-00584,Simmental,Male,33.3,75.3,96.4,79.2,13.0,2,high_protein,4.32,0,99.8,188.6,341.8
ANM-00585,Limuzin,Male,35.6,71.7,83.5,64.7,8.3,4,high_energy,5.66,0,115.2,230.5,402.2
ANM-00586,Angus,Male,29.4,72.0,71.2,65.5,18.8,4,high_energy,4.18,1,89.2,165.6,279.7
ANM-00587,Holstein,Male,41.9,70.1,81.3,62.8,19.1,1,high_energy,4.61,0,86.6,183.9,294.3
ANM-00588,Simmental,Male,39.7,83.1,81.2,72.6,24.8,4,high_protein,4.49,0,128.5,227.7,372.1
ANM-00589,Holstein,Male,34.2,76.7,81.9,71.8,16.1,4,high_energy,5.51,0,113.9,230.9,405.5
ANM-00590,Holstein,Male,26.0,69.2,69.7,73.5,11.6,1,high_protein,4.3,0,65.0,162.9,270.7
ANM-00591,Limuzin,Female,37.4,76.1,83.3,68.9,24.1,4,standard,5.01,0,108.4,197.3,343.0
ANM-00592,Jersey,Female,32.9,70.5,77.6,70.1,24.4,5,standard,5.14,0,75.6,175.9,279.0
ANM-00593,Simmental,Female,43.7,74.8,82.6,71.5,25.0,3,high_energy,5.52,0,130.2,244.4,401.5
ANM-00594,Angus,Male,37.2,73.1,84.5,63.3,12.1,5,standard,3.81,0,117.8,232.1,364.0
ANM-00595,Holstein,Male,36.3,73.1,76.4,60.3,20.4,4,standard,3.98,1,76.1,140.7,220.0
ANM-00596,Simmental,Female,35.2,65.7,83.0,62.5,14.1,5,high_protein,5.17,0,111.7,191.8,336.4
ANM-00597,Hereford,Male,40.8,78.0,88.6,65.4,11.6,4,standard,4.37,1,98.9,165.5,263.7
ANM-00598,Angus,Male,36.4,79.6,84.2,79.0,18.8,3,standard,3.77,0,109.5,191.4,307.5
ANM-00599,Limuzin,Female,39.6,83.4,86.7,75.5,17.1,3,standard,4.66,0,120.6,197.7,285.1
ANM-00600,Angus,Female,39.1,72.5,79.7,69.4,22.6,3,standard,4.53,0,104.1,163.6,296.8
ANM-00601,Jersey,Male,36.9,77.5,71.6,61.7,14.6,3,high_energy,3.93,1,73.3,152.7,258.5
ANM-00602,Hereford,Female,29.8,77.2,86.7,81.8,25.9,4,high_protein,4.26,0,109.0,179.2,321.7
ANM-00603,Limuzin,Male,36.4,73.3,89.7,77.3,15.0,5,high_protein,4.7,0,124.2,240.2,409.4
ANM-00604,Hereford,Female,25.4,62.1,70.1,76.5,8.8,3,high_energy,5.24,1,65.0,158.0,283.7
ANM-00605,Limuzin,Male,41.2,78.8,85.7,76.7,16.3,2,high_energy,5.34,0,132.6,234.9,394.3
ANM-00606,Hereford,Male,35.7,66.4,72.1,72.4,21.1,2,standard,3.06,1,88.4,151.7,220.0
ANM-00607,Limuzin,Female,37.4,80.0,90.0,72.9,9.3,2,high_protein,6.32,1,96.2,169.6,295.4
ANM-00608,Holstein,Male,33.9,80.4,78.6,77.7,20.4,3,standard,3.73,0,91.0,182.1,306.5
ANM-00609,Hereford,Female,37.0,68.7,80.3,60.8,9.9,3,standard,3.21,0,90.5,150.1,242.6
ANM-00610,Jersey,Male,29.0,60.6,75.5,59.6,22.7,3,high_protein,5.34,0,79.5,170.9,320.3
ANM-00611,Angus,Female,30.7,73.4,85.8,74.6,15.4,3,high_protein,5.28,0,94.1,195.6,333.4
ANM-00612,Angus,Female,32.4,72.1,71.2,64.5,13.8,3,standard,3.71,0,80.9,152.9,265.0
ANM-00613,Limuzin,Male,35.0,79.3,80.6,81.1,15.8,4,high_energy,5.23,0,116.0,210.6,362.1
ANM-00614,Limuzin,Female,30.7,70.5,86.9,73.3,14.4,4,standard,3.48,0,92.6,181.1,305.0
ANM-00615,Simmental,Male,42.3,70.1,78.8,70.9,15.9,3,standard,3.26,0,106.5,178.6,302.1
ANM-00616,Hereford,Male,37.5,77.7,79.6,76.6,16.9,5,standard,3.83,0,117.2,211.3,363.8
ANM-00617,Hereford,Male,40.9,76.2,92.7,78.2,12.5,3,standard,2.33,0,105.0,189.7,319.9
ANM-00618,Simmental,Female,33.3,82.7,80.1,81.1,20.5,5,high_energy,7.11,0,127.3,243.7,425.3
ANM-00619,Holstein,Female,32.7,69.6,73.2,74.6,8.2,3,standard,3.48,0,65.0,157.0,252.0
ANM-00620,Holstein,Female,31.4,78.9,83.9,66.3,11.3,5,high_energy,4.0,0,87.5,181.9,320.3
ANM-00621,Hereford,Female,27.2,65.1,68.8,61.9,20.3,4,standard,3.97,0,76.9,150.1,273.3
ANM-00622,Jersey,Female,31.5,66.5,73.9,79.1,10.5,4,high_protein,4.5,0,65.0,147.7,266.8
ANM-00623,Limuzin,Male,33.3,72.2,84.4,78.4,14.8,2,high_energy,4.85,1,85.4,168.1,297.0
ANM-00624,Jersey,Female,33.1,70.8,75.6,65.6,14.3,4,high_protein,4.06,0,69.5,144.8,261.7
ANM-00625,Limuzin,Female,33.9,78.8,86.0,86.5,17.7,1,standard,5.45,0,96.0,180.5,293.4
ANM-00626,Simmental,Male,36.5,78.8,86.0,76.3,16.6,3,high_energy,5.23,0,120.0,225.1,414.1
ANM-00627,Hereford,Female,33.4,76.7,78.1,78.0,14.0,3,high_protein,4.65,0,88.8,176.8,277.0
ANM-00628,Holstein,Male,38.9,73.9,91.8,77.7,22.9,4,standard,3.56,0,113.0,195.3,322.1
ANM-00629,Angus,Male,41.2,84.6,95.5,86.8,16.3,4,standard,4.69,0,125.0,203.9,339.4
ANM-00630,Hereford,Male,33.7,77.5,92.2,74.8,23.6,3,standard,5.08,0,112.5,220.6,355.9
ANM-00631,Limuzin,Male,36.8,79.1,83.7,82.9,13.6,5,standard,4.86,0,108.7,202.0,351.8
ANM-00632,Hereford,Male,37.2,75.7,84.9,77.4,22.3,4,standard,3.93,0,107.9,199.9,316.3
ANM-00633,Holstein,Female,36.8,77.8,82.7,74.0,14.2,5,standard,5.62,0,102.6,184.4,342.8
ANM-00634,Simmental,Female,40.0,81.3,78.8,70.9,26.0,5,standard,5.3,0,133.3,221.4,336.0
ANM-00635,Holstein,Male,41.4,80.2,83.0,80.6,12.2,4,high_energy,5.07,0,117.9,214.8,361.3
ANM-00636,Holstein,Male,37.9,76.3,78.0,68.4,10.5,4,standard,4.68,0,99.4,200.4,320.5
ANM-00637,Angus,Male,38.0,67.9,77.4,77.7,11.2,1,standard,4.34,1,72.7,146.5,244.3
ANM-00638,Hereford,Male,34.9,74.6,82.7,71.7,18.8,4,high_energy,4.79,0,106.5,212.3,387.9
ANM-00639,Hereford,Female,34.1,67.3,73.9,64.7,25.1,5,standard,4.06,0,103.5,180.4,303.5
ANM-00640,Limuzin,Male,31.5,80.7,87.3,79.8,21.5,5,standard,4.79,0,124.7,209.1,378.4
ANM-00641,Hereford,Female,35.1,67.3,69.8,63.7,23.7,5,standard,3.55,0,102.1,188.9,288.1
ANM-00642,Hereford,Female,36.0,73.9,83.5,73.1,26.0,4,standard,3.58,0,116.1,189.3,310.8
ANM-00643,Holstein,Female,34.5,84.5,80.0,74.0,19.1,4,standard,4.03,0,89.0,153.6,254.3
ANM-00644,Simmental,Female,40.1,87.2,100.9,82.7,19.0,5,standard,5.09,0,130.8,224.7,361.4
ANM-00645,Angus,Male,36.3,73.6,74.0,69.6,10.9,3,standard,5.6,0,90.2,182.3,341.1
ANM-00646,Limuzin,Female,39.2,86.1,95.9,88.2,9.0,1,high_protein,4.8,1,93.0,143.5,220.0
ANM-00647,Holstein,Female,36.8,73.7,79.4,80.2,13.1,3,high_protein,3.96,1,87.6,135.3,250.8
ANM-00648,Jersey,Female,27.5,66.5,69.5,62.4,20.9,3,standard,3.31,0,65.0,130.3,220.0
ANM-00649,Angus,Female,31.5,80.7,72.4,73.5,12.5,5,standard,4.13,1,88.1,143.0,220.0
ANM-00650,Holstein,Female,26.2,69.7,76.5,61.3,18.4,5,standard,4.15,1,75.3,138.0,220.0
ANM-00651,Simmental,Female,42.0,91.2,99.8,91.0,13.7,3,high_protein,4.86,0,119.1,213.5,350.5
ANM-00652,Limuzin,Male,39.8,70.9,85.7,64.2,15.1,3,high_protein,4.91,0,123.0,238.1,386.1
ANM-00653,Angus,Female,34.7,67.7,83.3,68.4,16.3,4,standard,4.88,1,99.4,157.5,220.0
ANM-00654,Simmental,Female,34.0,73.3,76.8,67.5,21.1,4,standard,4.27,0,104.5,189.3,308.1
ANM-00655,Limuzin,Male,37.7,84.6,87.0,76.0,14.1,5,standard,4.44,0,132.3,239.4,377.0
ANM-00656,Simmental,Female,41.8,85.4,82.2,81.6,14.6,3,high_protein,5.91,0,112.9,204.8,357.9
ANM-00657,Limuzin,Male,40.5,75.9,83.4,65.0,10.2,5,high_protein,5.82,0,132.0,258.2,415.2
ANM-00658,Simmental,Female,36.9,75.5,87.5,74.7,16.1,5,standard,4.35,0,117.1,187.2,341.8
ANM-00659,Angus,Male,36.3,66.2,81.6,67.8,13.8,3,high_energy,5.17,0,94.4,189.7,355.0
ANM-00660,Simmental,Male,38.2,73.6,93.5,69.1,9.7,3,standard,5.41,0,101.0,181.0,326.7
ANM-00661,Simmental,Female,35.9,70.6,89.4,70.4,9.8,3,high_energy,5.87,0,105.0,198.2,356.8
ANM-00662,Limuzin,Male,38.1,77.8,86.5,67.1,9.4,3,high_protein,5.44,0,109.5,213.3,344.7
ANM-00663,Holstein,Male,41.6,73.6,93.2,79.9,18.7,5,standard,3.63,0,122.5,221.8,347.1
ANM-00664,Holstein,Male,42.1,74.4,79.7,73.0,16.5,5,standard,4.32,0,116.3,208.8,372.3
ANM-00665,Simmental,Male,39.3,70.4,85.3,72.9,9.6,4,high_energy,4.98,1,103.9,186.5,316.1
ANM-00666,Hereford,Female,35.9,72.1,84.0,69.3,18.8,5,standard,2.93,0,101.7,161.2,262.9
ANM-00667,Hereford,Female,29.6,69.9,78.0,67.8,18.6,2,high_protein,5.43,0,86.3,161.5,282.0
ANM-00668,Limuzin,Male,39.4,75.7,86.8,86.7,15.3,5,standard,3.72,0,132.3,231.8,394.7
ANM-00669,Simmental,Female,36.0,74.2,84.3,79.5,25.4,4,high_protein,5.0,0,118.5,222.6,358.3
ANM-00670,Simmental,Male,38.1,81.3,86.5,67.4,19.1,2,standard,2.69,0,99.0,172.4,267.8
ANM-00671,Holstein,Female,34.7,75.5,83.7,70.9,24.8,5,standard,3.5,0,104.7,193.8,340.9
ANM-00672,Angus,Male,36.5,75.2,81.6,85.2,12.9,4,standard,3.32,1,97.6,154.8,229.8
ANM-00673,Limuzin,Male,41.1,77.1,84.4,72.2,17.9,4,standard,4.56,0,128.6,223.8,367.9
ANM-00674,Hereford,Male,42.4,80.7,91.4,87.5,10.0,5,standard,4.16,0,127.1,221.1,349.9
ANM-00675,Angus,Female,31.5,74.1,75.4,72.7,23.5,3,high_energy,5.15,0,101.7,211.8,344.0
ANM-00676,Simmental,Male,36.7,78.7,83.1,67.6,15.1,4,standard,4.86,0,103.9,201.1,327.3
ANM-00677,Limuzin,Male,40.9,80.5,90.6,79.5,11.6,4,standard,3.75,1,113.4,168.9,266.0
ANM-00678,Jersey,Female,29.5,68.2,78.8,74.2,10.0,2,standard,3.98,1,65.0,120.0,220.0
ANM-00679,Holstein,Female,31.1,67.4,75.7,66.8,21.6,5,standard,4.45,0,89.9,188.4,274.6
ANM-00680,Simmental,Male,38.0,82.6,83.6,69.4,15.8,3,high_protein,4.89,0,118.3,218.8,391.9
ANM-00681,Holstein,Female,33.1,66.4,83.4,65.6,15.8,4,high_protein,2.5,0,78.1,139.7,254.7
ANM-00682,Holstein,Female,31.7,72.6,82.7,61.8,21.6,4,standard,4.81,0,92.0,181.7,305.3
ANM-00683,Holstein,Male,41.6,79.9,93.2,75.6,13.1,3,high_energy,5.93,0,113.4,243.1,414.9
ANM-00684,Jersey,Female,32.9,68.0,78.5,74.5,12.6,3,high_energy,4.13,0,71.2,157.7,276.8
ANM-00685,Angus,Male,37.7,75.9,85.6,67.3,15.8,4,high_protein,4.62,0,108.7,193.0,362.3
ANM-00686,Simmental,Female,32.2,75.9,99.2,87.0,17.7,2,standard,5.09,0,94.7,183.5,275.9
ANM-00687,Jersey,Male,30.8,63.6,69.7,64.6,17.2,4,standard,4.64,0,65.0,150.6,281.1
ANM-00688,Limuzin,Female,31.1,73.2,78.7,83.8,26.0,2,standard,5.03,0,107.8,182.0,291.1
ANM-00689,Hereford,Male,45.2,84.9,92.6,74.4,15.3,3,high_protein,3.56,0,126.3,235.3,392.1
ANM-00690,Angus,Male,33.7,71.7,84.1,68.8,11.5,4,high_energy,4.5,0,99.2,205.6,351.9
ANM-00691,Simmental,Female,35.2,78.4,94.3,73.5,13.1,4,standard,4.31,0,90.2,183.5,309.7
ANM-00692,Limuzin,Male,33.5,78.7,86.2,79.4,9.5,2,standard,4.69,1,78.5,136.4,220.0
ANM-00693,Simmental,Female,41.9,72.9,87.9,71.1,17.6,4,high_energy,5.89,0,129.5,240.1,373.3
ANM-00694,Simmental,Female,38.1,79.4,88.8,79.2,25.6,4,high_protein,4.85,0,124.1,210.6,346.1
ANM-00695,Limuzin,Female,37.2,78.6,85.9,73.8,14.9,1,standard,4.49,1,83.8,142.5,245.4
ANM-00696,Jersey,Male,33.7,65.8,77.1,65.1,18.9,5,high_energy,4.59,0,78.1,188.1,340.7
ANM-00697,Hereford,Female,26.4,71.2,75.0,65.7,23.1,4,standard,5.18,0,101.4,174.1,304.7
ANM-00698,Angus,Male,34.6,69.5,72.1,71.2,13.7,5,standard,3.22,0,114.7,189.8,329.9
ANM-00699,Angus,Male,33.1,72.7,81.5,66.4,11.2,3,high_energy,4.14,1,93.3,182.2,298.5
ANM-00700,Simmental,Female,33.0,77.0,81.1,67.2,13.3,4,high_energy,5.77,1,104.3,187.6,320.4
ANM-00701,Simmental,Female,35.9,84.2,93.1,81.8,17.8,4,high_protein,5.08,0,129.0,238.4,372.7
ANM-00702,Simmental,Male,35.4,81.5,101.2,79.8,14.6,5,standard,4.34,0,137.1,229.4,370.4
ANM-00703,Holstein,Male,37.7,85.3,78.8,74.8,21.6,4,standard,3.47,0,104.4,190.1,311.4
